scorer,,,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil,Daniil
labeled-data,mj_16_53_37_ncb1046-camB,img07858.png,350.05180473294206,319.10971023345996,364.75866510849653,321.8672465538764,387.73813444530026,319.10971023345996,399.6874585004383,320.0288890069321,398.76827972696606,289.6959894823511,411.63678255557625,286.01927438846246
labeled-data,mj_16_53_37_ncb1046-camB,img07860.png,356.48605614724715,308.9987437252663,364.75866510849653,320.0288890069321,390.4956707657168,322.7864253273485,398.76827972696606,315.43299513957135,399.6874585004383,288.7768107088789,416.23267642293706,285.1000956149903
labeled-data,mj_16_53_37_ncb1046-camB,img07863.png,377.6271679371066,301.6453135374891,378.54634671057875,312.67545881915487,396.01074340654964,316.3521739130435,406.1217099147433,320.94806778040424,402.44499482085473,293.3727045762397,417.1518551964092,293.3727045762397
labeled-data,mj_16_53_37_ncb1046-camB,img07866.png,380.384704257523,302.5644923109612,380.384704257523,308.9987437252663,389.57649199224454,311.75628004568273,401.5258160473826,319.10971023345996,409.79842500863197,297.04941967012826,,
labeled-data,mj_16_53_37_ncb1046-camB,img07883.png,394.17238585960536,286.01927438846246,391.41484953918894,290.6151682558232,390.4956707657168,297.96859844360046,391.41484953918894,306.24120740484983,418.07103396988134,295.211062123184,,
labeled-data,mj_16_53_37_ncb1046-camB,img08685.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camB,img08870.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camB,img11224.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camB,img14530.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camB,img15055.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camB,img16604.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camB,img16893.png,405.09253499222405,288.2899844479005,406.05365474339044,295.97894245723177,406.05365474339044,298.862301710731,408.9370139968896,301.7456609642302,424.31493001555214,281.56214618973564,437.77060653188187,277.71766718507
labeled-data,mj_16_53_37_ncb1046-camB,img17938.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camB,img19138.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camB,img19609.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camB,img20337.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camB,img21614.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camB,img21670.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camB,img23862.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camB,img24795.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camB,img25710.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camB,img25851.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camB,img26255.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camB,img27802.png,,,,,,,,,411.8203732503889,312.3179782270607,425.27604976671853,302.7067807153966
labeled-data,mj_16_53_37_ncb1046-camB,img28524.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camB,img29358.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camB,img31399.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camB,img33461.png,382.98678071539666,298.862301710731,376.2589424572318,309.43461897356144,381.06454121306376,320.00693623639194,,,410.8592534992224,303.667900466563,,
labeled-data,mj_16_53_37_ncb1046-camB,img33518.png,,,,,,,,,399.3258164852256,249.8451944012442,413.7426127527217,252.72855365474342
labeled-data,mj_16_53_37_ncb1046-camB,img35514.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camB,img36365.png,,,,,,,,,400.28693623639197,313.2790979782271,415.6648522550545,304.6290202177294
labeled-data,mj_16_53_37_ncb1046-camB,img39442.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camB,img40340.png,310.90279937791604,299.8234214618974,311.86391912908255,321.9291757387248,340.6975116640747,328.65701399688965,370.4922239502333,320.00693623639194,363.76438569206846,293.09558320373253,385.87013996889584,286.36774494556767
labeled-data,mj_16_53_37_ncb1046-camB,img41417.png,409.898133748056,237.3506376360809,,,,,,,447.3818040435459,220.05048211508557,462.75972006220843,222.9338413685848
labeled-data,mj_16_53_37_ncb1046-camB,img41516.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camB,img43167.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camB,img43542.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camB,img43710.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camB,img44858.png,387.7923794712286,296.94006220839816,384.90902021772945,305.59013996889587,381.06454121306376,320.00693623639194,,,417.58709175738727,306.55125972006226,422.39269051321935,291.17334370139974
labeled-data,mj_16_53_37_ncb1046-camB,img45560.png,,,,,,,,,413.7426127527217,284.4455054432349,431.042768273717,276.7565474339036
labeled-data,mj_16_53_37_ncb1046-camB,img46048.png,383.94790046656306,311.3568584758943,388.753499222395,320.9680559875584,414.7037325038881,320.9680559875584,,,416.6259720062209,290.21222395023335,427.19828926905143,283.4843856920685
labeled-data,mj_16_53_37_ncb1046-camB,img47232.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camB,img48369.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camB,img49202.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camB,img49729.png,,,,,,,,,,,,
labeled-data,mj_16_53_37_ncb1046-camB,img50125.png,,,,,,,,,,,,
